Delivery_person_Age,Delivery_person_Ratings,Order_Date,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),order_prepare_time (min),distance,time_category,day_of_week
24.0,4.9,2022-03-21,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,10,6.2195799756053045,Evening,Monday
33.0,4.5,2022-03-10,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,15,13.591743492035286,Night,Thursday
35.0,4.2,2022-03-20,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,44,10,13.591608297249033,Night,Sunday
27.0,4.2,2022-04-06,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,5,13.740852946326266,Night,Wednesday
30.0,4.7,2022-03-15,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,19,5,7.746079097377241,Evening,Tuesday
29.0,4.5,2022-04-03,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15,5,4.64841181693955,Evening,Sunday
34.0,4.7,2022-02-12,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,10,19.321445595986216,Night,Saturday
20.0,4.7,2022-02-11,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,25,15,2.9809448604624884,Afternoon,Friday
29.0,4.8,2022-04-05,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,18,5,6.049870868802052,Afternoon,Tuesday
22.0,4.9,2022-04-05,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,5,9.074580779980996,Evening,Tuesday
35.0,4.9,2022-02-18,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,53,15,10.405169702130612,Night,Friday
32.0,4.4,2022-02-12,Sandstorms,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,42,10,17.129275527672867,Night,Saturday
28.0,4.9,2022-02-14,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,20,15,16.10037667090034,Night,Monday
30.0,4.7,2022-03-02,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,29,10,20.21236367487059,Night,Wednesday
22.0,4.7,2022-04-04,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,15,10,17.042634005428827,Night,Monday
36.0,4.7,2022-03-09,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,15,7.774458242271917,Evening,Wednesday
23.0,4.8,2022-03-12,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,5,19.731429221614068,Night,Saturday
29.0,4.5,2022-02-18,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,10,19.807161975395392,Night,Friday
34.0,4.9,2022-03-23,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,50,15,17.04198395713032,Night,Wednesday
38.0,4.1,2022-03-05,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,5,1.5496365009021706,Afternoon,Saturday
35.0,5.0,2022-03-27,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,10,10.983241696284244,Evening,Sunday
38.0,4.7,2022-03-19,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,15,9.414207472710387,Night,Saturday
32.0,4.3,2022-02-16,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,35,15,10.271454968582486,Evening,Wednesday
20.0,4.5,2022-03-02,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,10,10.845889966900735,Night,Wednesday
25.0,4.9,2022-03-02,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,5,12.393263757604263,Night,Wednesday
29.0,4.5,2022-04-05,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,12,10,8.927480425054231,Night,Tuesday
32.0,4.7,2022-02-13,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,15,6018.501935110026,Night,Sunday
39.0,4.1,2022-02-14,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,39,5,20.397442775188328,Night,Monday
31.0,4.4,2022-03-20,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,47,5,16.635381027246595,Night,Sunday
37.0,4.5,2022-03-11,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,26,5,7.589543265875354,Night,Friday
36.0,4.9,2022-02-18,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31,15,13.172727967926338,Evening,Friday
37.0,3.8,2022-04-04,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42,10,20.8325750761678,Night,Monday
38.0,4.9,2022-03-09,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,25,10,6.219648077690683,Afternoon,Wednesday
21.0,4.9,2022-03-20,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,21,10,13.66085535805377,Night,Sunday
35.0,4.9,2022-03-26,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,5,4.464163123690179,Evening,Saturday
22.0,4.8,2022-03-29,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,22,15,13.390793718689235,Night,Tuesday
28.0,4.8,2022-03-01,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,15,3.068202713082747,Morning,Tuesday
39.0,4.0,2022-03-18,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,10,20.166286848244525,Evening,Friday
29.0,4.5,2022-03-31,Windy,Low,1,Snack,scooter,0.0,No,Urban,13,15,12.39525675915564,Night,Thursday
39.0,4.6,2022-03-30,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,10,3.0986894561589557,Afternoon,Wednesday
25.0,4.9,2022-03-06,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,5,20.166027529984316,Night,Sunday
34.0,5.0,2022-03-05,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,19,5,4.664610877378366,Evening,Saturday
22.0,4.8,2022-03-26,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,5,3.099243404030044,Morning,Saturday
27.0,5.0,2022-02-16,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,10,10.431932813898786,Night,Wednesday
28.0,4.5,2022-03-12,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,10,10.692860419649532,Evening,Saturday
32.0,5.0,2022-03-01,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,15,4.664846958990213,Evening,Tuesday
35.0,3.9,2022-03-29,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,15,12.216036309455992,Night,Tuesday
35.0,4.7,2022-02-17,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,10,4.707104052532131,Night,Thursday
30.0,4.6,2022-03-13,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,15,1.5125517325857614,Morning,Sunday
39.0,4.8,2022-03-13,Fog,High,2,Drinks,scooter,1.0,No,Urban,26,5,3.102782976271217,Afternoon,Sunday
20.0,4.7,2022-03-23,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,16,5,12.235732851647132,Evening,Wednesday
20.0,4.7,2022-03-01,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,17,10,4.707104052532131,Evening,Tuesday
34.0,4.2,2022-03-13,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,24,5,9.308325333644872,Night,Sunday
22.0,4.7,2022-03-29,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,15,10.859713679362844,Evening,Tuesday
37.0,4.3,2022-03-15,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,10,2.9767694453812323,Afternoon,Tuesday
20.0,4.8,2022-03-09,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,16,15,1.5276791467900743,Morning,Wednesday
33.0,4.9,2022-04-05,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,10,7.5897674326727005,Night,Tuesday
21.0,5.0,2022-04-02,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,5,19.632314732102273,Evening,Saturday
33.0,4.6,2022-03-10,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,49,15,10.586671192789037,Evening,Thursday
24.0,4.6,2022-03-23,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,10,12.395136598591078,Evening,Wednesday
32.0,4.9,2022-03-18,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,0,13.80547731046219,Night,Friday
28.0,4.6,2022-03-31,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,5,19.940501916973297,Night,Thursday
21.0,4.7,2022-04-04,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,10,19.351082464681973,Night,Monday
39.0,4.9,2022-02-17,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,5,3.047712417465363,Afternoon,Thursday
20.0,4.5,2022-03-28,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25,5,9.163186792917154,Night,Monday
36.0,5.0,2022-03-15,Fog,Low,2,Meal,scooter,1.0,No,Urban,15,5,1.4884133108377866,Morning,Tuesday
32.0,4.5,2022-03-09,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,5,7.648136370476755,Night,Wednesday
30.0,4.7,2022-03-29,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,5,16.69541088302565,Night,Tuesday
23.0,4.6,2022-03-29,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,5,13.591068802313822,Night,Tuesday
21.0,4.8,2022-03-05,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,27,10,6.108360812908673,Evening,Saturday
31.0,4.2,2022-03-05,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,10,9.061127494752238,Evening,Saturday
20.0,4.5,2022-03-03,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,5,7.590017577593426,Night,Thursday
28.0,4.5,2022-03-03,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,10,1.4881912567305338,Morning,Thursday
22.0,4.9,2022-03-24,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,5,1.5514770796415485,Morning,Thursday
20.0,4.7,2022-03-15,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13,5,9.20341113898367,Evening,Tuesday
34.0,4.8,2022-03-12,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,5,19.591218729842222,Night,Saturday
38.0,4.8,2022-03-13,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,25,5,6.19703893141132,Afternoon,Sunday
32.0,4.5,2022-04-05,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,5,6.027713334627565,Afternoon,Tuesday
34.0,4.9,2022-03-02,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,26,10,16.824526128937705,Night,Wednesday
33.0,3.9,2022-03-08,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,5,13.592749450062879,Evening,Tuesday
34.0,4.5,2022-03-21,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,10,3.020731790895242,Morning,Monday
34.0,4.7,2022-03-11,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,15,7.757008674701061,Night,Friday
26.0,4.6,2022-03-10,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,5,10.624868125960159,Night,Thursday
31.0,4.0,2022-03-12,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,10,12.396203377424794,Night,Saturday
39.0,4.8,2022-03-19,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,15,6.071710271577742,Afternoon,Saturday
27.0,4.8,2022-02-15,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,10,1.5690347154047224,Morning,Tuesday
32.0,5.0,2022-03-09,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27,15,7.669768196606529,Night,Wednesday
32.0,4.5,2022-02-13,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,5,7.556893369945815,Evening,Sunday
39.0,4.1,2022-03-27,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,10,10.549588224835514,Evening,Sunday
36.0,4.8,2022-03-21,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,5,1.529710385539974,Morning,Monday
38.0,3.7,2022-03-25,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,10,16.824526128937705,Night,Friday
28.0,4.7,2022-03-01,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,28,15,3.013958870983999,Afternoon,Tuesday
34.0,3.8,2022-03-10,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,15,16.823323902378387,Evening,Thursday
32.0,4.9,2022-03-27,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,10,17.041308859939207,Night,Sunday
22.0,4.7,2022-03-11,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,5,8.927154262343281,Night,Friday
31.0,4.0,2022-02-14,Windy,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,45,10,13.600349442388593,Evening,Monday
29.0,4.9,2022-03-20,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,10,17.102527788094463,Night,Sunday
38.0,4.8,2022-03-28,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,15,9.32924365213354,Night,Monday
35.0,4.8,2022-04-01,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,15,7.5900214384297335,Night,Friday
31.0,4.9,2022-04-03,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,5,4.64847378122608,Night,Sunday
30.0,4.3,2022-03-06,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37,5,13.942528825315232,Evening,Sunday
33.0,4.8,2022-03-10,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,15,13.805596388488004,Night,Thursday
29.0,4.6,2022-02-18,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,15,10.269518706782998,Night,Friday
38.0,4.6,2022-03-17,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,26,10,6.1075103940652875,Afternoon,Thursday
26.0,4.9,2022-03-13,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,5,9.043263484069747,Night,Sunday
39.0,4.8,2022-03-17,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,26,15,6.276138627413788,Evening,Thursday
24.0,4.5,2022-03-16,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,5,17.259376716936664,Night,Wednesday
26.0,4.7,2022-03-09,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,10,8.932469105184088,Night,Wednesday
35.0,4.7,2022-03-03,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,17,5,6.041720567260046,Evening,Thursday
36.0,4.2,2022-04-01,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,5,4.648400072771237,Evening,Friday
24.0,2.6,2022-04-06,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42,15,16.635381027246595,Night,Wednesday
33.0,4.3,2022-04-02,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,10,16.79799879130621,Evening,Saturday
26.0,4.6,2022-02-14,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,15,16.76046196823297,Evening,Monday
32.0,5.0,2022-03-04,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,30,15,17.040675423590454,Night,Friday
37.0,4.9,2022-03-20,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,15,13.388148115267779,Night,Sunday
31.0,4.8,2022-03-27,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,5,20.212199139843758,Night,Sunday
37.0,4.6,2022-03-10,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26,5,13.943264150201642,Evening,Thursday
26.0,4.7,2022-03-06,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16,15,16.799203683671756,Night,Sunday
37.0,4.8,2022-03-07,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,5,4.530955587841242,Night,Monday
22.0,4.6,2022-04-04,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,22,10,20.397442775188328,Night,Monday
21.0,4.4,2022-04-03,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,15,4.553818794873717,Night,Sunday
22.0,4.0,2022-03-13,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,10,1.5493509707072781,Morning,Sunday
38.0,4.5,2022-03-28,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,5,1.5493596914279444,Morning,Monday
28.0,4.0,2022-03-15,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,15,6.196473600483353,Afternoon,Tuesday
29.0,4.7,2022-04-04,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,17,5,20.397442775188328,Night,Monday
31.0,4.9,2022-03-28,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,15,6.049912845948324,Afternoon,Monday
24.0,4.8,2022-03-01,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,10,3.0358329337402403,Morning,Tuesday
33.0,4.8,2022-03-13,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,15,6.276138627413788,Evening,Sunday
26.0,4.9,2022-04-02,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,5,13.765379678937752,Night,Saturday
20.0,4.7,2022-03-15,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,15,7.7744964674614065,Night,Tuesday
29.0,4.8,2022-04-06,Windy,Low,1,Buffet,scooter,0.0,No,Urban,12,5,19.73161759397837,Night,Wednesday
32.0,4.0,2022-03-23,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,49,5,10.845954196990009,Evening,Wednesday
20.0,4.9,2022-03-25,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,10,16.635194216784537,Evening,Friday
34.0,4.6,2022-02-17,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,27,5,6.165063816991586,Afternoon,Thursday
27.0,4.5,2022-04-03,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,5,2.976035478042831,Morning,Sunday
29.0,5.0,2022-02-12,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,15,10.577817770029753,Night,Saturday
24.0,4.9,2022-04-04,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,15,19.73032946503108,Night,Monday
21.0,4.9,2022-03-05,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,15,1.5103782350762562,Morning,Saturday
33.0,4.4,2022-02-13,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,15,1.463953129912797,Morning,Sunday
35.0,4.7,2022-03-01,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,10,9.04307025837713,Night,Tuesday
35.0,4.7,2022-03-31,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,5,12.43875210831113,Night,Thursday
29.0,4.8,2022-04-06,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,10,10.689377930173068,Night,Wednesday
21.0,4.9,2022-03-23,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,5,12.23513612361146,Night,Wednesday
29.0,4.6,2022-04-04,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,5,17.045251004667662,Night,Monday
22.0,4.7,2022-03-20,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,15,13.945658037651098,Night,Sunday
23.0,4.9,2022-03-11,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,15,1.551363898457269,Afternoon,Friday
27.0,4.6,2022-03-13,Windy,High,2,Drinks,scooter,1.0,No,Urban,12,5,1.549238578891355,Afternoon,Sunday
33.0,4.1,2022-03-10,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,5,12.439082968814082,Evening,Thursday
35.0,4.6,2022-03-02,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,15,16.87262327851572,Evening,Wednesday
21.0,4.7,2022-03-24,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,15,4.664774212706455,Evening,Thursday
39.0,4.4,2022-03-23,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,10,13.942135995521298,Night,Wednesday
34.0,4.8,2022-03-26,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,5,7.745892925201073,Night,Saturday
29.0,4.9,2022-03-15,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,15,6.071909216478056,Afternoon,Tuesday
20.0,4.7,2022-03-19,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,5,3.054566519403073,Morning,Saturday
20.0,4.8,2022-02-12,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,15,10.983241696284244,Night,Saturday
37.0,4.7,2022-02-12,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,10,19.070286182018464,Night,Saturday
39.0,4.6,2022-03-15,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,10,4.531237447472418,Night,Tuesday
26.0,5.0,2022-04-04,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,5,16.8739423417276,Evening,Monday
21.0,4.7,2022-03-10,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,10,13.764305929575334,Night,Thursday
39.0,4.6,2022-03-11,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,32,15,4.5208616651671925,Evening,Friday
39.0,5.0,2022-03-02,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,5,20.144000349550186,Night,Wednesday
33.0,4.8,2022-03-07,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16,5,4.64777966281334,Evening,Monday
33.0,4.8,2022-03-10,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,10,19.941385867885913,Night,Thursday
37.0,4.7,2022-04-06,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40,15,10.846831683112223,Evening,Wednesday
20.0,4.6,2022-03-03,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,10,3.1098897249076516,Morning,Thursday
27.0,4.6,2022-03-07,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,10,3.109780228519287,Afternoon,Monday
37.0,4.9,2022-03-09,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,15,15,7.562213708875968,Evening,Wednesday
25.0,4.7,2022-03-17,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11,10,9.329036830171704,Night,Thursday
37.0,4.7,2022-02-17,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,10,7.619031225164965,Night,Thursday
23.0,4.7,2022-02-14,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,16,15,10.901102276923632,Night,Monday
36.0,4.7,2022-03-11,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,16,15,3.0681777018799767,Morning,Friday
30.0,4.3,2022-03-18,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,10,20.829460333322302,Night,Friday
28.0,4.7,2022-03-14,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,15,10.884116941798604,Night,Monday
36.0,4.0,2022-03-30,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,33,10,3.1380694073889375,Morning,Wednesday
20.0,4.7,2022-03-17,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,5,7.746557479642295,Night,Thursday
22.0,4.7,2022-04-06,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,10,16.82479191121949,Night,Wednesday
28.0,4.7,2022-03-25,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,10,17.062995952155894,Evening,Friday
34.0,4.8,2022-04-05,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,5,1.5179237301775086,Morning,Tuesday
25.0,4.8,2022-03-14,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,15,16.635381027246595,Evening,Monday
38.0,5.0,2022-02-15,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,15,7.619039773401199,Night,Tuesday
34.0,3.5,2022-03-31,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32,5,11.903830116733703,Evening,Thursday
24.0,4.9,2022-03-20,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,5,16.635254743950217,Night,Sunday
33.0,4.6,2022-03-12,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,10,13.563859616323217,Night,Saturday
25.0,4.6,2022-02-15,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,10,9.067759514408273,Evening,Tuesday
23.0,4.9,2022-04-05,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,5,6.049844084741427,Afternoon,Tuesday
34.0,4.9,2022-02-17,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,15,7.319148821157839,Night,Thursday
25.0,4.7,2022-03-31,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,5,10.738021146085408,Evening,Thursday
28.0,4.9,2022-02-12,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,5,13.464219589295825,Night,Saturday
34.0,3.7,2022-03-27,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,10,16.82329231639434,Night,Sunday
24.0,4.5,2022-03-08,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,10,16.362659803036674,Night,Tuesday
31.0,5.0,2022-03-28,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,5,9.295709409330447,Night,Monday
38.0,4.6,2022-03-21,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,10,9.16087857490925,Night,Monday
32.0,4.8,2022-02-16,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17,15,13.204881259879022,Evening,Wednesday
39.0,4.8,2022-03-12,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,15,10.983241696284244,Night,Saturday
33.0,4.8,2022-03-24,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,10,4.532421028606297,Night,Thursday
37.0,4.9,2022-02-11,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,15,4.488533416820897,Night,Friday
24.0,4.6,2022-03-27,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,5,13.993853622293804,Night,Sunday
36.0,5.0,2022-02-14,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,5,12.189959516932417,Night,Monday
22.0,4.7,2022-03-04,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44,5,13.611044846525985,Evening,Friday
29.0,5.0,2022-03-21,Windy,Low,1,Buffet,scooter,1.0,No,Urban,16,10,7.58952682565944,Night,Monday
33.0,4.7,2022-04-05,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,5,3.0990100939446292,Morning,Tuesday
